S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Var Z1,Zone 2,Var Z2,Zone 3,Var Z3
0,0,0,0,0,0,0,9,0,0,0,15,0,0,0,9,0,0,1.6,4.223742416388575,0.0,0.0,2.6666666666666665,5.185449728701349,3.0,4.242640687119285
0,9,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,1.8,3.6000000000000005,1.5,3.3541019662496847,2.0,3.7416573867739413,3.0,4.242640687119285
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.6,2.244994432064365,0.0,0.0,1.0,2.8284271247461903,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.6,2.244994432064365,0.0,0.0,1.0,2.8284271247461903,0.0,0.0
0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0.8666666666666667,2.390722810272148,1.5,3.3541019662496847,0.4444444444444444,1.2570787221094177,0.0,0.0
0,0,0,0,9,9,54,9,0,0,0,0,0,0,0,0,0,9,5.4,13.469966592386188,3.0,4.242640687119285,7.0,16.852299546352718,3.0,4.242640687119285
0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,1.2,3.0594117081556704,1.5,3.3541019662496847,1.0,2.8284271247461903,0.0,0.0
0,0,0,9,0,0,0,0,0,0,9,0,0,21,0,0,0,9,2.6,5.782732917920384,1.5,3.3541019662496847,3.3333333333333335,6.847546194724712,3.0,4.242640687119285
0,0,0,5856,0,0,0,0,0,0,9,0,0,0,0,0,0,9,391.0,1460.5844035864548,976.0,2182.402346039795,1.0,2.8284271247461903,3.0,4.242640687119285
30,0,51,13844,39,0,0,0,0,0,4,0,0,0,0,0,0,0,931.2,3451.1290171961596,2327.3333333333335,5150.444565493568,0.4444444444444444,1.2570787221094177,0.0,0.0
60,0,267,37394,48,0,0,0,0,0,0,505,0,0,0,0,0,0,2551.6,9313.014247456798,6294.833333333333,13908.264143027418,56.111111111111114,158.706188666314,0.0,0.0
771,0,1608,15260,390,786,9,0,0,0,0,1011,4,9,0,0,0,0,1323.2,3755.680376886901,3135.8333333333335,5443.909392359706,114.77777777777777,316.8830060230003,0.0,0.0
375,0,2373,1283,3390,11538,0,0,0,18,9,889,102,9,0,0,0,0,1332.4,2900.657989721183,3159.8333333333335,3918.505387545387,114.11111111111111,275.6847815267141,0.0,0.0
135,18,1956,52958,5241,11154,0,0,4,18,51,768,45,39,0,0,0,9,4825.8,13194.810021115623,11910.333333333334,18748.945771844228,102.77777777777777,235.9947164087355,3.0,4.242640687119285
363,27,288,12194,3294,24762,0,0,21,22,51,1203,18,129,0,0,0,9,2824.8,6606.519166197381,6821.333333333333,9071.3158484435,160.44444444444446,370.5878546643041,3.0,4.242640687119285
4068,72,201,32976,1404,28902,9,0,21,81,243,1638,0,111,0,0,0,0,4648.4,10392.159748579694,11270.5,14018.812262456473,233.66666666666666,502.22792523802264,0.0,0.0
2964,54,402,23442,7626,41013,81,114,25,252,468,1078,0,33,0,0,0,0,5170.133333333333,11252.291404371328,12583.5,14992.400249793227,227.88888888888889,333.0803855075776,0.0,0.0
5925,51,1332,9525,4632,60552,273,342,114,471,585,519,9,9,0,0,0,0,5622.6,14927.473149866993,13669.5,21191.4952339376,258.0,220.85742007005334,0.0,0.0
5562,63,3603,10248,2106,34659,384,219,114,624,459,607,45,27,0,9,0,9,3914.6666666666665,8663.851681299466,9373.5,11743.43383555253,275.44444444444446,234.95773194868292,6.0,4.242640687119285
2136,54,2022,5637,3273,15702,576,111,177,624,399,696,54,36,9,9,0,9,2100.4,3940.664136919055,4804.0,5151.448048849954,298.0,261.0823624835657,6.0,4.242640687119285
1473,42,1167,3648,1185,9450,576,549,231,529,399,603,90,9,42,0,0,0,1332.8666666666666,2343.7739045299472,2827.5,3151.176327976586,336.44444444444446,231.0315568205209,0.0,0.0
1200,126,807,2235,675,3342,513,549,231,375,439,510,117,21,33,18,0,0,744.8666666666667,880.5732880093261,1397.5,1080.8099971780423,309.77777777777777,200.81377651821145,6.0,8.48528137423857
483,117,852,1578,384,1170,489,507,286,492,423,375,117,30,171,18,0,0,498.26666666666665,403.21135345567285,764.0,496.1763799295569,321.1111111111111,168.45800297234945,6.0,8.48528137423857
462,75,912,1212,465,762,330,438,300,492,237,240,63,150,204,36,0,0,422.8,310.9008845275292,648.0,364.5092591416575,272.6666666666667,127.16480994712684,12.0,16.97056274847714
810,39,741,627,390,1458,327,450,300,501,228,259,159,204,63,108,0,0,437.06666666666666,351.4396044209525,677.5,432.7542605220658,276.77777777777777,129.4894056393785,36.0,50.91168824543142
753,72,744,474,504,1482,300,624,424,501,354,279,303,117,21,90,0,0,463.46666666666664,346.21512901020884,671.5,427.2531451025258,324.77777777777777,173.18055945411282,30.0,42.42640687119285
384,72,729,450,357,1122,300,678,714,477,354,240,270,186,9,18,0,0,422.8,279.1676198988701,519.0,330.844374290995,358.6666666666667,215.9542132541577,6.0,8.48528137423857
579,30,609,282,462,786,322,678,714,489,391,201,333,219,9,27,0,0,406.93333333333334,230.70369644970052,458.0,244.67733855018122,372.8888888888889,214.23841570883616,9.0,12.727922061357855
603,237,933,261,363,1062,432,676,1012,540,258,205,333,216,0,9,0,0,475.4,311.2771112690427,576.5,322.4612379806292,408.0,284.27334263580417,3.0,4.242640687119285
549,474,492,471,216,930,534,531,1758,492,60,210,357,210,0,36,0,0,485.6,406.89241821395495,522.0,210.8055976486393,461.3333333333333,494.8106259525513,12.0,16.97056274847714
516,330,330,531,399,774,291,462,1758,471,156,174,414,186,21,39,0,0,454.2,391.697536372135,480.0,153.78231367748373,437.0,489.0869043431852,13.0,18.384776310850235
705,342,246,450,297,702,537,411,2401,471,321,138,369,183,84,48,0,0,510.46666666666664,534.9204136027049,457.0,184.808008484481,546.1111111111111,671.5311599363295,16.0,22.627416997969522
