S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Var Z1,Zone 2,Var Z2,Zone 3,Var Z3
30,30,0,66,0,9,0,66,0,80,88,0,87,33,0,9,0,9,32.6,34.11119073461572,22.5,23.092206477510977,39.333333333333336,38.34637459323168,6.0,4.242640687119285
57,18,18,42,0,18,0,48,69,111,0,0,87,9,0,9,0,0,31.8,34.49869562751612,25.5,18.634645153584223,36.0,41.32795663954365,3.0,4.242640687119285
18,18,18,21,9,57,0,48,9,0,9,0,52,9,0,0,0,0,17.866666666666667,18.629248210512653,23.5,15.435349040433131,14.11111111111111,19.60410639775047,0.0,0.0
9,9,9,0,9,9,9,111,9,9,0,0,27,9,0,9,0,0,14.6,26.560120481654447,7.5,3.3541019662496847,19.333333333333332,33.34999583541536,3.0,4.242640687119285
9,9,18,0,0,30,9,51,9,33,9,0,18,0,0,9,0,0,13.0,14.394443372357264,11.0,10.488088481701515,14.333333333333334,16.357125528513727,3.0,4.242640687119285
9,9,9,0,27,30,9,9,0,33,9,0,18,0,0,0,0,0,10.8,10.88852607105296,14.0,10.770329614269007,8.666666666666666,10.434983894999018,0.0,0.0
30,21,27,21,45,0,4,9,0,33,4,0,0,9,0,0,0,0,13.533333333333333,14.310213912524937,24.0,13.416407864998739,6.555555555555555,9.978990275252313,0.0,0.0
2319,30,102,10278,18,9,0,42,0,0,57,0,0,63,0,0,0,0,861.2,2580.8364845530214,2126.0,3739.5966360023376,18.0,25.96150997149434,0.0,0.0
6495,9,9,31734,2892,42,27,48,0,0,57,16,9,42,0,0,0,0,2758.6666666666665,7930.750814953707,6863.5,11364.796357612397,22.11111111111111,21.036711004254993,0.0,0.0
3642,18,9,2400,6483,33,63,69,0,21,0,33,9,9,0,0,0,30,852.6,1828.6874637291085,2097.5,2403.3972310044796,22.666666666666668,25.381533094401966,10.0,14.142135623730951
420,18,114,1017,4110,2256,18,177,0,0,9,112,18,45,0,39,0,39,554.2666666666667,1114.8721580920787,1322.5,1455.5415658784877,42.111111111111114,58.37321388072984,26.0,18.384776310850235
1341,153,132,957,1875,738,18,186,72,43,9,192,48,45,0,9,0,9,387.26666666666665,556.7062021888705,866.0,621.2213776102686,68.11111111111111,67.88461525010156,6.0,4.242640687119285
690,153,174,465,16242,6702,94,186,72,86,166,255,48,0,0,0,0,0,1688.8666666666666,4217.678790783174,4071.0,5916.461949510028,100.77777777777777,81.30296943842933,0.0,0.0
333,0,222,441,7425,3186,384,132,160,117,456,318,48,18,0,0,0,0,882.6666666666666,1905.522243958916,1934.5,2682.726644665833,181.44444444444446,156.19013421049155,0.0,0.0
1665,0,360,240,1257,16350,309,57,177,159,441,205,81,84,0,0,0,0,1425.6666666666667,4014.8022394910345,3312.0,5860.118172869896,168.11111111111111,129.57661349731322,0.0,0.0
975,0,609,84,1236,3618,477,351,177,216,258,93,135,96,0,0,0,54,555.0,889.0885220269126,1087.0,1214.9600816487757,200.33333333333334,137.50474739279204,18.0,25.45584412271571
579,123,693,54,702,1854,408,1101,220,366,216,219,345,216,0,0,0,63,473.06666666666666,463.9032178758363,667.5,590.2425348956139,343.44444444444446,290.5420646963615,21.0,29.698484809834994
876,111,705,321,534,3378,408,480,360,366,216,345,399,297,0,0,0,9,586.4,774.2238952654458,987.5,1097.3350673335833,319.0,132.3555816730069,3.0,4.242640687119285
615,117,705,504,354,2742,555,480,360,484,295,289,552,534,0,0,9,0,572.4,607.4479730808226,839.5,871.6147371402116,394.3333333333333,171.0094214428615,3.0,4.242640687119285
711,324,618,387,246,1554,492,480,328,480,351,234,552,498,0,39,9,0,483.6666666666667,331.63567694417657,640.0,439.7010347952345,379.44444444444446,165.0960064872094,16.0,16.673332000533065
906,315,627,255,300,930,621,615,378,402,237,180,412,339,0,0,0,0,434.46666666666664,250.7699787100167,555.5,283.3235782634407,353.77777777777777,187.1302444690909,0.0,0.0
657,216,618,249,369,546,522,486,378,435,426,126,408,450,0,0,0,0,392.4,173.96275463443317,442.5,174.00646539712253,359.0,165.72265988693277,0.0,0.0
474,465,513,240,339,582,414,360,426,249,426,157,360,426,0,0,0,0,362.06666666666666,143.89925488186364,435.5,113.54404431761272,313.1111111111111,141.15668555383132,0.0,0.0
465,606,384,252,339,489,414,372,402,218,426,189,273,459,0,0,0,0,352.53333333333336,142.73092011037957,422.5,113.59687495701631,305.8888888888889,141.10787397861762,0.0,0.0
258,642,195,279,225,300,306,372,402,187,442,175,285,399,0,0,0,0,297.8,141.41060780577953,316.5,149.54681541243198,285.3333333333333,134.2766629843854,0.0,0.0
249,609,285,228,420,219,216,406,298,282,243,162,285,351,0,0,0,0,283.53333333333336,130.15983336737267,335.0,139.70325694127536,249.22222222222223,110.82195708811277,0.0,0.0
258,657,339,93,369,225,162,348,195,183,108,280,259,399,0,0,0,0,258.3333333333333,151.15893034227986,323.5,173.5201717380432,214.88888888888889,115.28365446868138,0.0,0.0
366,402,183,117,264,321,210,399,195,180,237,399,174,435,0,30,0,0,258.8,120.94362322999919,275.5,100.06123125366787,247.66666666666666,131.88715715422114,10.0,14.142135623730951
309,357,318,138,192,219,228,348,213,237,228,255,213,411,0,204,0,0,244.4,95.8740840894973,255.5,77.71904528492357,237.0,105.62196741208714,68.0,96.16652224137046
246,252,234,75,132,159,228,348,240,237,228,111,174,228,0,9,0,0,192.8,82.84539818239755,183.0,66.04543890383347,199.33333333333334,91.78356183011326,3.0,4.242640687119285
315,318,195,105,135,312,231,348,240,202,153,93,120,225,0,9,0,0,199.46666666666667,95.95684215081047,230.0,89.03931715820826,179.11111111111111,94.99993502271981,3.0,4.242640687119285
228,267,333,189,135,291,117,414,159,147,192,75,120,261,0,9,0,0,195.2,102.70618287133448,240.5,65.50763314301624,165.0,111.53474794878949,3.0,4.242640687119285
183,360,360,81,165,195,255,366,207,171,60,87,142,309,0,9,0,0,196.06666666666666,111.28130520841715,224.0,102.82995672468213,177.44444444444446,112.79589345471277,3.0,4.242640687119285
162,243,102,63,216,156,183,309,207,150,72,99,99,150,0,0,0,0,147.4,75.87779648882801,157.0,61.59545437773797,141.0,83.45058418010026,0.0,0.0
144,243,75,51,435,252,228,162,202,42,72,118,120,93,0,9,0,0,149.13333333333333,106.48371810855508,200.0,129.57623238850556,115.22222222222223,69.4962473451749,3.0,4.242640687119285
330,159,93,96,363,231,228,162,348,90,72,138,156,0,0,0,33,0,164.4,111.88136574068086,212.0,106.07544484940895,132.66666666666666,104.13239436196382,11.0,15.556349186104045
156,444,93,30,267,261,141,162,348,138,72,88,99,0,0,0,0,0,153.26666666666668,123.03737462883203,208.5,135.15269142714104,116.44444444444444,98.30125025893179,0.0,0.0
153,483,96,21,123,255,135,237,238,117,138,39,99,0,0,0,0,0,142.26666666666668,120.55563952890061,188.5,149.061229030221,111.44444444444444,83.87439168331962,0.0,0.0
210,552,36,51,123,183,117,105,138,18,159,66,99,0,0,0,0,0,123.8,130.36932154460266,192.5,172.71435956515023,78.0,56.53317610041028,0.0,0.0
99,234,87,72,165,108,54,231,138,87,60,93,141,0,0,18,0,0,104.6,66.88377979749649,127.5,55.769615383289135,89.33333333333333,69.27882472700844,6.0,8.48528137423857
66,168,99,30,144,123,45,210,84,144,39,88,57,114,0,18,33,0,94.06666666666666,55.284074459910144,105.0,46.54030511288038,86.77777777777777,59.30482044821535,17.0,13.490737563232042
84,75,87,9,189,114,45,279,9,144,39,84,189,99,0,36,33,0,96.4,75.02692849903958,93.0,53.4696175411794,98.66666666666667,86.38801357184276,23.0,16.30950643030009
69,84,36,57,180,135,49,279,9,109,39,42,177,39,0,18,0,0,86.93333333333334,73.92109907792828,93.5,49.216359068911224,82.55555555555556,86.28133712340386,6.0,8.48528137423857
39,18,36,36,45,111,81,262,49,63,42,0,177,18,0,18,0,0,65.13333333333334,68.38115399890691,47.5,29.567718883945037,76.88888888888889,82.85522104442778,6.0,8.48528137423857
81,60,108,36,45,84,111,159,42,33,51,4,112,39,0,18,0,0,64.33333333333333,42.628107576522275,69.0,24.61706725018234,61.22222222222222,50.994068887748064,6.0,8.48528137423857
90,153,126,27,27,18,18,132,42,39,60,9,72,72,0,9,0,0,59.0,46.2125524073276,73.5,52.84174486142561,49.333333333333336,38.26515676463671,3.0,4.242640687119285
60,60,63,18,57,9,45,165,36,30,60,13,102,105,0,0,9,0,54.86666666666667,41.88216273732238,44.5,22.14158982548453,61.77777777777778,49.772321129492084,3.0,4.242640687119285
48,51,18,66,27,51,45,195,132,38,60,18,84,105,0,0,0,0,62.53333333333333,48.42983469813714,43.5,16.132265804901678,75.22222222222223,57.732674703282726,0.0,0.0
90,111,30,66,18,81,36,195,132,46,49,54,132,92,0,0,0,0,75.46666666666667,49.79941989845085,66.0,32.72613634390714,81.77777777777777,57.6170842290872,0.0,0.0
39,279,18,30,9,0,93,195,96,51,42,90,132,79,0,18,0,0,76.86666666666666,74.85975034838295,62.5,97.6639646952754,86.44444444444444,52.45762546223192,6.0,8.48528137423857
81,195,9,39,69,0,111,246,57,18,18,66,75,66,0,0,9,0,70.0,67.58698099486321,65.5,64.8170502260015,73.0,69.2098258919931,3.0,4.242640687119285
81,48,66,27,18,30,81,255,57,9,18,42,48,33,0,0,9,9,54.2,58.598293490510464,45.0,22.44994432064365,60.333333333333336,72.75224318802059,6.0,4.242640687119285
48,81,66,9,9,27,18,99,33,30,42,64,66,18,0,0,0,0,40.666666666666664,28.23630444815484,40.0,27.422618401604176,41.111111111111114,28.757393037634472,0.0,0.0
51,81,75,0,9,18,18,183,0,23,42,87,18,9,0,0,0,9,40.93333333333333,47.70669647847028,39.0,31.796226191169293,42.22222222222222,55.81273804782436,3.0,4.242640687119285
18,48,57,0,57,18,31,183,0,16,21,43,9,18,0,0,0,18,34.6,43.88895077351474,33.0,22.045407685048602,35.666666666666664,53.698748174939375,6.0,8.48528137423857
48,117,48,33,57,90,36,183,30,30,9,0,9,9,0,9,9,18,46.6,48.29741193894348,65.5,28.848743473503312,34.0,54.18486873657626,12.0,4.242640687119285
60,159,48,42,27,90,0,108,18,21,27,21,9,18,0,9,9,9,43.2,43.04137544270629,71.0,43.840620433565945,24.666666666666668,30.78239034830719,9.0,0.0
39,93,18,0,27,21,18,48,18,54,9,42,9,18,0,0,0,0,27.6,23.60169485439552,33.0,29.24038303442689,24.0,18.05547008526779,0.0,0.0
0,9,18,18,9,42,45,51,18,9,0,25,18,78,0,0,0,9,22.666666666666668,21.496252903445495,16.0,13.152946437965905,27.11111111111111,24.605529841184726,3.0,4.242640687119285
