Date_Time,S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Var Z1,Zone 2,Var Z2,Zone 3,Var Z3
2021-03-22 09:30:00,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8,174.6624172511076,3.5,7.826237921249264,79.0,220.28163790929102,0.0,0.0
2021-03-22 09:30:01,0.0,0.0,0.0,0.0,0.0,21.9,8.1,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,48.8,174.6696296779383,3.65,8.161648117874233,78.9,220.3152056913822,0.3,0.42426406871192845
2021-03-22 09:30:02,0.0,0.0,0.0,0.0,0.0,22.8,7.2,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,48.8,174.67684210476898,3.8,8.497058314499201,78.8,220.3487734734734,0.6,0.8485281374238569
2021-03-22 09:30:03,0.0,0.0,0.0,0.0,0.0,23.7,6.3,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,48.8,174.68405453159968,3.95,8.83246851112417,78.7,220.38234125556457,0.8999999999999999,1.2727922061357853
2021-03-22 09:30:04,0.0,0.0,0.0,0.0,0.0,24.6,5.4,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,48.8,174.6912669584304,4.1,9.167878707749137,78.6,220.41590903765575,1.2,1.6970562748477138
2021-03-22 09:30:05,0.0,0.0,0.0,0.0,0.0,25.5,4.5,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,48.8,174.69847938526107,4.25,9.503288904374106,78.5,220.4494768197469,1.5,2.1213203435596424
2021-03-22 09:30:06,0.0,0.0,0.0,0.0,0.0,26.4,3.5999999999999996,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,48.8,174.70569181209177,4.4,9.838699100999076,78.4,220.4830446018381,1.7999999999999998,2.5455844122715705
2021-03-22 09:30:07,0.0,0.0,0.0,0.0,0.0,27.3,2.7,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,48.8,174.71290423892248,4.55,10.174109297624044,78.3,220.51661238392927,2.1,2.969848480983499
2021-03-22 09:30:08,0.0,0.0,0.0,0.0,0.0,28.2,1.7999999999999998,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,48.8,174.72011666575318,4.7,10.509519494249012,78.2,220.55018016602045,2.4,3.3941125496954276
2021-03-22 09:30:09,0.0,0.0,0.0,0.0,0.0,29.1,0.9000000000000004,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,48.8,174.72732909258386,4.85,10.84492969087398,78.1,220.58374794811164,2.6999999999999997,3.818376618407356
2021-03-22 09:30:10,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,48.8,174.73454151941456,5.0,11.180339887498949,78.0,220.61731573020282,3.0,4.242640687119285
2021-03-22 09:30:11,0.0,0.0,0.0,0.0,0.0,29.1,0.0,0.0,641.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,44.72,159.7486564619909,4.85,10.84492969087398,71.3,201.66685399440334,3.0,4.242640687119285
2021-03-22 09:30:12,0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0,581.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,40.64,144.76277140456722,4.7,10.509519494249012,64.6,182.7163922586039,3.0,4.242640687119285
2021-03-22 09:30:13,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0,521.1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,36.559999999999995,129.77688634714355,4.55,10.174109297624044,57.9,163.7659305228044,3.0,4.242640687119285
2021-03-22 09:30:14,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,460.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,32.48,114.79100128971984,4.4,9.838699100999076,51.2,144.81546878700493,3.0,4.242640687119285
2021-03-22 09:30:15,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,400.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,28.4,99.80511623229617,4.25,9.503288904374106,44.5,125.86500705120545,3.0,4.242640687119285
2021-03-22 09:30:16,0.0,0.0,0.0,0.0,0.0,24.6,0.0,0.0,340.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,24.319999999999997,84.8192311748725,4.1,9.16787870774914,37.8,106.91454531540599,3.0,4.242640687119285
2021-03-22 09:30:17,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,279.90000000000003,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,20.239999999999995,69.83334611744881,3.95,8.83246851112417,31.1,87.96408357960652,3.0,4.242640687119285
2021-03-22 09:30:18,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,219.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,16.159999999999997,54.84746106002514,3.8,8.497058314499201,24.4,69.01362184380704,3.0,4.242640687119285
2021-03-22 09:30:19,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,159.30000000000007,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.079999999999998,39.86157600260145,3.6500000000000004,8.161648117874233,17.699999999999996,50.063160108007565,3.0,4.242640687119285
2021-03-22 09:30:20,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,24.875690945177784,3.5,7.826237921249264,11.0,31.11269837220809,3.0,4.242640687119285
2021-03-22 09:30:21,4.2,0.9,0.0,0.0,0.0,18.9,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,4.5,8.1,0.0,0.0,8.5,25.11282366920823,4.0,8.577400294142134,11.5,31.2541197284454,2.7,3.818376618407356
2021-03-22 09:30:22,8.4,1.8,0.0,0.0,0.0,16.8,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,9.0,7.2,0.0,0.0,9.0,25.349956393238674,4.5,9.328562667035005,12.0,31.39554108468271,2.4,3.3941125496954276
2021-03-22 09:30:23,12.600000000000001,2.7,0.0,0.0,0.0,14.7,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,13.5,6.3,0.0,0.0,9.5,25.58708911726912,5.0,10.079725039927876,12.5,31.536962440920018,2.1,2.9698484809834995
2021-03-22 09:30:24,16.8,3.6,0.0,0.0,0.0,12.6,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,18.0,5.4,0.0,0.0,10.0,25.824221841299565,5.5,10.830887412820745,13.0,31.678383797157327,1.8,2.545584412271571
2021-03-22 09:30:25,21.0,4.5,0.0,0.0,0.0,10.5,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,22.5,4.5,0.0,0.0,10.5,26.061354565330014,6.0,11.582049785713615,13.5,31.81980515339464,1.5,2.1213203435596424
2021-03-22 09:30:26,25.200000000000003,5.4,0.0,0.0,0.0,8.399999999999999,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,27.0,3.5999999999999996,0.0,0.0,11.0,26.29848728936046,6.5,12.333212158606486,14.0,31.96122650963195,1.2000000000000002,1.6970562748477143
2021-03-22 09:30:27,29.400000000000002,6.3,0.0,0.0,0.0,6.299999999999999,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,31.5,2.7,0.0,0.0,11.5,26.535620013390904,7.0,13.084374531499357,14.5,32.10264786586926,0.8999999999999999,1.2727922061357857
2021-03-22 09:30:28,33.6,7.2,0.0,0.0,0.0,4.199999999999999,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,36.0,1.7999999999999998,0.0,0.0,12.0,26.77275273742135,7.5,13.835536904392226,15.0,32.24406922210657,0.6000000000000001,0.8485281374238571
2021-03-22 09:30:29,37.800000000000004,8.1,0.0,0.0,0.0,2.099999999999998,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,40.5,0.9000000000000004,0.0,0.0,12.5,27.009885461451795,8.0,14.586699277285096,15.5,32.38549057834388,0.30000000000000027,0.42426406871192857
2021-03-22 09:30:30,42.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,13.0,27.24701818548224,8.5,15.337861650177967,16.0,32.526911934581186,0.0,0.0
2021-03-22 09:30:31,37.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,2.1,3.0,0.0,0.0,40.5,0.0,0.0,0.4,12.426666666666666,25.94380228744896,7.8,14.139485681785139,15.511111111111111,30.983960451296287,0.13333333333333333,0.18856180831641267
2021-03-22 09:30:32,33.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,4.2,6.0,0.0,0.0,36.0,0.0,0.0,0.8,11.853333333333333,24.640586389415684,7.1,12.941109713392311,15.022222222222222,29.441008968011392,0.26666666666666666,0.37712361663282534
2021-03-22 09:30:33,29.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,6.300000000000001,9.0,0.0,0.0,31.5,0.0,0.0,1.2000000000000002,11.28,23.337370491382405,6.4,11.742733744999482,14.533333333333333,27.898057484726493,0.4,0.565685424949238
2021-03-22 09:30:34,25.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,8.4,12.0,0.0,0.0,27.0,0.0,0.0,1.6,10.706666666666667,22.03415459334913,5.7,10.544357776606654,14.044444444444444,26.355106001441595,0.5333333333333333,0.7542472332656507
2021-03-22 09:30:35,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,10.5,15.0,0.0,0.0,22.5,0.0,0.0,2.0,10.133333333333333,20.73093869531585,5.0,9.345981808213827,13.555555555555555,24.812154518156696,0.6666666666666666,0.9428090415820634
2021-03-22 09:30:36,16.799999999999997,9.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,12.600000000000001,18.0,0.0,0.0,18.0,0.0,0.0,2.4000000000000004,9.559999999999999,19.42772279728257,4.300000000000001,8.147605839820997,13.066666666666666,23.2692030348718,0.8,1.131370849898476
2021-03-22 09:30:37,12.599999999999998,9.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,14.700000000000001,21.0,0.0,0.0,13.5,0.0,0.0,2.8000000000000003,8.986666666666666,18.12450689924929,3.6000000000000005,6.9492298714281695,12.577777777777778,21.726251551586902,0.9333333333333333,1.3199326582148887
2021-03-22 09:30:38,8.399999999999999,9.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,16.8,24.0,0.0,0.0,9.0,0.0,0.0,3.2,8.413333333333334,16.821291001216014,2.9000000000000004,5.750853903035342,12.088888888888889,20.183300068302003,1.0666666666666667,1.5084944665313014
2021-03-22 09:30:39,4.199999999999996,9.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,18.900000000000002,27.0,0.0,0.0,4.5,0.0,0.0,3.6,7.84,15.518075103182737,2.2,4.552477934642514,11.6,18.640348585017108,1.2,1.697056274847714
2021-03-22 09:30:40,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,7.266666666666667,14.214859205149457,1.5,3.3541019662496847,11.11111111111111,17.09739710173221,1.3333333333333333,1.8856180831641267
2021-03-22 09:30:41,0.0,8.1,0.0,3.3,0.0,0.0,0.0,0.0,44.1,0.0,21.0,33.0,0.0,2.1,0.0,0.0,0.0,3.6,7.4399999999999995,14.497485956965775,1.9,4.2485291572496005,11.133333333333333,17.31004017226515,1.2,1.697056274847714
2021-03-22 09:30:42,0.0,7.2,0.0,6.6,0.0,0.0,0.0,0.0,39.2,0.0,21.0,36.0,0.0,4.2,0.0,0.0,0.0,3.2,7.613333333333333,14.780112708782092,2.3,5.142956348249516,11.155555555555555,17.52268324279809,1.0666666666666667,1.5084944665313014
2021-03-22 09:30:43,0.0,6.3,0.0,9.899999999999999,0.0,0.0,0.0,0.0,34.3,0.0,21.0,39.0,0.0,6.300000000000001,0.0,0.0,0.0,2.8,7.786666666666667,15.06273946059841,2.7,6.037383539249433,11.177777777777777,17.735326313331033,0.9333333333333332,1.3199326582148887
2021-03-22 09:30:44,0.0,5.4,0.0,13.2,0.0,0.0,0.0,0.0,29.4,0.0,21.0,42.0,0.0,8.4,0.0,0.0,0.0,2.4,7.96,15.345366212414728,3.1,6.931810730249349,11.2,17.947969383863974,0.7999999999999999,1.131370849898476
