S-01,S-02,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-10,S-11,S-12,S-13,S-15,S-16,S-17,S-18,S-19,Average,Variance,Zone 1,Var Z1,Zone 2,Var Z2,Zone 3,Var Z3
51.0,51.0,9.0,39.0,0.0,51.0,0.0,9.0,9.0,9.0,30.0,36.0,0.0,63.0,9.0,0.0,0.0,21.0,24.4,21.546229368499723,33.5,21.10094784600919,18.333333333333332,19.61858529274955,7.0,9.899494936611665
54.3,50.1,12.0,38.1,0.0,46.8,0.9,11.1,8.5,9.0,27.0,35.7,0.9,59.4,9.0,0.0,0.0,21.0,24.186666666666664,21.54302973314628,33.55,21.694554228327426,17.944444444444443,18.80187217986998,7.0,9.899494936611665
57.6,49.2,15.0,37.2,0.0,42.6,1.8,13.2,8.0,9.0,24.0,35.4,1.8,55.8,9.0,0.0,0.0,21.0,23.973333333333333,21.539830097792837,33.6,22.28816061064566,17.555555555555554,17.98515906699041,7.0,9.899494936611665
60.9,48.3,18.0,36.3,0.0,38.4,2.7,15.3,7.5,9.0,21.0,35.1,2.7,52.2,9.0,0.0,0.0,21.0,23.759999999999998,21.53663046243939,33.65,22.8817669929639,17.166666666666664,17.168445954110837,7.0,9.899494936611665
64.2,47.4,21.0,35.4,0.0,34.2,3.6,17.4,7.0,9.0,18.0,34.8,3.6,48.6,9.0,0.0,0.0,21.0,23.546666666666667,21.533430827085947,33.7,23.475373375282135,16.77777777777778,16.351732841231268,7.0,9.899494936611665
67.5,46.5,24.0,34.5,0.0,30.0,4.5,19.5,6.5,9.0,15.0,34.5,4.5,45.0,9.0,0.0,0.0,21.0,23.333333333333332,21.530231191732504,33.75,24.06897975760037,16.38888888888889,15.535019728351697,7.0,9.899494936611665
70.8,45.6,27.0,33.6,0.0,25.799999999999997,5.4,21.6,6.0,9.0,12.0,34.2,5.4,41.4,9.0,0.0,0.0,21.0,23.119999999999997,21.52703155637906,33.8,24.662586139918606,16.0,14.718306615472127,7.0,9.899494936611665
74.1,44.7,30.0,32.7,0.0,21.599999999999998,6.3,23.700000000000003,5.5,9.0,9.0,33.9,6.3,37.8,9.0,0.0,0.0,21.0,22.906666666666666,21.523831921025618,33.85,25.25619252223684,15.61111111111111,13.901593502592556,7.0,9.899494936611665
77.4,43.8,33.0,31.8,0.0,17.4,7.2,25.8,5.0,9.0,6.0,33.6,7.2,34.2,9.0,0.0,0.0,21.0,22.69333333333333,21.52063228567217,33.9,25.84979890455508,15.222222222222221,13.084880389712986,7.0,9.899494936611665
80.7,42.9,36.0,30.9,0.0,13.199999999999996,8.1,27.900000000000002,4.5,9.0,3.0,33.3,8.1,30.6,9.0,0.0,0.0,21.0,22.48,21.517432650318728,33.95,26.443405286873315,14.833333333333334,12.268167276833415,7.0,9.899494936611665
84.0,42.0,39.0,30.0,0.0,9.0,9.0,30.0,4.0,9.0,0.0,33.0,9.0,27.0,9.0,0.0,0.0,21.0,22.266666666666666,21.514233014965285,34.0,27.03701166919155,14.444444444444445,11.451454163953844,7.0,9.899494936611665
77.7,39.9,36.9,27.9,18.6,14.4,9.0,34.8,5.7,9.6,0.0,31.8,13.8,25.2,11.4,0.9,0.0,18.9,23.779999999999998,23.876610772443332,35.9,30.524433179138036,15.7,12.693776024821124,6.6,9.333809511662427
71.4,37.8,34.8,25.8,37.2,19.8,9.0,39.6,7.4,10.2,0.0,30.6,18.6,23.4,13.8,1.8,0.0,16.8,25.293333333333333,26.23898852992138,37.8,34.01185468908452,16.955555555555556,13.936097885688405,6.2,8.76812408671319
65.1,35.7,32.7,23.7,55.800000000000004,25.200000000000003,9.0,44.4,9.1,10.8,0.0,29.4,23.4,21.6,16.2,2.7,0.0,14.7,26.806666666666665,28.601366287399426,39.7,37.499276199031016,18.211111111111112,15.178419746555685,5.8,8.202438661763951
58.8,33.6,30.6,21.6,74.4,30.6,9.0,49.2,10.8,11.4,0.0,28.2,28.2,19.8,18.6,3.6,0.0,12.6,28.32,30.963744044877473,41.6,40.9866977089775,19.46666666666667,16.420741607422965,5.4,7.636753236814713
52.5,31.5,28.5,19.5,93.0,36.0,9.0,54.0,12.5,12.0,0.0,27.0,33.0,18.0,21.0,4.5,0.0,10.5,29.833333333333332,33.326121802355516,43.5,44.47411921892399,20.72222222222222,17.663063468290247,5.0,7.0710678118654755
46.2,29.4,26.4,17.4,111.60000000000001,41.400000000000006,9.0,58.8,14.2,12.6,0.0,25.8,37.8,16.2,23.4,5.4,0.0,8.399999999999999,31.346666666666664,35.688499559833566,45.4,47.961540728870474,21.977777777777778,18.905385329157525,4.6,6.505382386916237
39.9,27.299999999999997,24.299999999999997,15.299999999999999,130.20000000000002,46.800000000000004,9.0,63.6,15.9,13.2,0.0,24.6,42.6,14.4,25.8,6.3,0.0,6.299999999999999,32.86,38.05087731731162,47.3,51.44896223881696,23.233333333333334,20.147707190024803,4.199999999999999,5.939696961966999
33.6,25.2,22.2,13.2,148.8,52.2,9.0,68.4,17.6,13.8,0.0,23.4,47.4,12.6,28.2,7.2,0.0,4.199999999999999,34.373333333333335,40.41325507478966,49.2,54.93638374876345,24.488888888888887,21.390029050892085,3.8,5.374011537017761
27.300000000000004,23.099999999999998,20.099999999999998,11.099999999999998,167.4,57.6,9.0,73.19999999999999,19.299999999999997,14.399999999999999,0.0,22.200000000000003,52.199999999999996,10.8,30.599999999999998,8.1,0.0,2.099999999999998,35.88666666666666,42.7756328322677,51.099999999999994,58.42380525870993,25.744444444444447,22.632350911759367,3.4,4.8083261120685235
21.0,21.0,18.0,9.0,186.0,63.0,9.0,78.0,21.0,15.0,0.0,21.0,57.0,9.0,33.0,9.0,0.0,0.0,37.4,45.138010589745754,53.0,61.91122676865643,27.0,23.874672772626646,3.0,4.242640687119285
